bot_name
Bot van der Hoorn
Bot-chan-II
Bot-Schafter
BOT-Superzerocool
Bot0612
Bot1058
Bot24
Bot523
Botalex
BotanyBot
BOTarate
BotChristophe
BotCompuGeek
BotdeSki
Boten Anna
BOTepho
BOTijo
BotKung
Botlaf
BotMultichill
BotMultichillT
Botodo
Botones
Botpankonin
BotPuppet
Botrie
Botryoidal
BotSottile
Botx
Botz~enwiki
BoxCrawler
BoxCrawler
BracketBot
BraincricketBot
Broadbot
BrokenAnchorBot
Brother Abbott
Brother Abbott
BrownBot
BRPbot
BryanBot
BsherrAWBBOT
BU RoBOT
BumlaBot
Byrialbot
BücherBot
CactusBot
CAGBot
CakeBot
CalakBot
CanaryBot
CanisRufus
CapitalBot
CaraBot
CarsracBot
Castibot 92
CAT:TEMP deletion bot
CataBotTsirel
CategoryBot~enwiki
CategoryWatchlistBot
Caypartisbot
CbmBOT
CbmBOT
CekPotBot
Cellistbot
CERabot
Cerabot~enwiki
CerebrumBot
Cewbot
CG-bot
ChandlerMapBot
ChandlerMapBot
ChayitaBOT
Cheers!-bot
Chem-awb
CheMoBot
ChenzwBot
Cherybot
ChessBOT
Chlewbot
Chobot
ChoreBot
Chris G Bot
Chris G Bot 2
Chris G Bot 3
Chrisbot
ChuispastonBot
ChzzBot
ChzzBot
ChzzBot II
ChzzBot II
ChzzBot II/header
ChzzBot III
ChzzBot III/header
ChzzBot IV
ChzzBot IV/header
ChzzBot V
ChzzBot V/header
CinemaBot
Citation bot
Citation bot 0
Citation bot 1
Citation bot 2
Citation bot 3
Citation bot 4
Citation bot test
CitationCleanerBot
CitationTool
CiteFixBot
CJBot
ClanBot1
CleanBot
CleanupBot~enwiki
CleanupWorklistBot
ClerkBot
ClickBot
ClickBot (usurped)
CLT20RecordsUpdateBot
ClueBot
ClueBot Commons/Userpage
ClueBot II
ClueBot III
ClueBot IV
ClueBot IX
ClueBot NG
ClueBot V
ClueBot VI
ClueBot VII
ClueBot VIII
ClueBot X
CmdrObot
CMoonBot
CMoonBot
COBot
CobraBot
CocuBot
CohesionBot
COIBot
CollabBot
CollabRCBot
Colourful Bot
Comics-awb
Commander Keane bot
Commonb0t
CommonBot
Commons fair use upload bot
CommonsDelinquent
Computermacgyverbot
ConnectiBot
ContentCreationBOT
ContinuityBot
CopyToWiktionaryBot
CorenANIBot
CorenBlockMonBot
CorenProxyBot
CorenSearchBot
Coreva-Bot
CosineBot
CounterVandalismBot
CountryBot
Courcelles Bot
Coyote wadi
CpiralBot
CrazynasBot
CricketBot
CrimsonBot
Cronbot
CSBot
CSDCheckBot
CSDWarnBot
CultureBot
Curpsbot-unicodify
CurtaintoadBOT
CwengerBot
CwraschkeDataBot
Cwt96bot
CX42 Bot
Cyberbot I
Cyberbot II
Cyberbot III
Cyberbot Trial Bot
Cydebot
CyroBot~enwiki
D'ohBot
D6
DabBot
DalcherBot
DallasBot
DanhashBot
DanielBot
Danielfolsom2.bot
Danilo.bot
DanKoehlBot
Danroks bot
Dante Defrenden
Danumber1bot
DarafshBot
DarioBot~enwiki
Dark Shikari Bot
Darkicebot
Darkicebot II
DarknessBot
DASHBot
Dasschaefchenbot
DatabaseBot
DataflowBot
DavidLeighEllisBot
DavidWSBot
Dcirovicbot
DcoetzeeBot~enwiki
DeadBot
DeadLinkBOT
DEagleBot
Dedebot
DefaultsortBot
DefconBot
DeleteAsstBot
DeliveryBot
DeltaQuadBot
Demibot
Denbot
DermBOT
Descriptioncreator
Detroiterbot
Dexbot
DFBot
DHN-bot~enwiki
Dibot
DieBucheBot
Diego Grez Bot
DigitalmeBot
Diligent Terrier Bot
Dillonbot
Dinamik-bot
DinoBot
DinoBot2
DinojermBot
DinoSizedBot
Dinybot
DipankanBot
DirlBot
DisambigRedirBot
Disambot
DividingBot
DixonDBot
DiyarBot
DodoBot
DomBot
DorganBot
DottyQuoteBot
DougBot
DownloadBot
DoyleyBot
DP Bot
Dpkbot
DPL bot
DpmukBOT
DragonBot
DraiconeBot
DreamBot
DrFO.Tn.Bot
DrilBot
Drinibot
DRN clerk bot
DrTrigonBot
DRVBot
DschwenBot
DSisyphBot
DuckBot
DumbBOT
DumZiBoT
DustaBot
DustyBot
DvyBot
DyceBot
DYKBot
Gdr/DYKbot
DYKHousekeepingBot
DYKReviewBot
Dylan620 Bot
EaglesBot
EarwigBot
EastEnders Bot
EberBot
EBot
EBot II
EBot III
EBot IV
EchoBot
EdBot
Edbot~enwiki
EddieBot
EdinBot
Edmundobot
EdoBot
Edoderoobot
EdwardsBot
EFixBot
Egmontbot
EgressBot
Einsteinbot
Eivindbot
EjsBot
El bot de la dieta
EleferenBot
Elissonbot
EllisBot
ElMeBot
ElphiBot
Email Bot
EmailBot
EmausBot
EmxBot
EnDecoderBot
ENewsBot
Englishbot
EnigmaBot
EnzaiBot
EnzetBot
EpopBot
EranBot
ErfgoedBot
Erik E VestBot
Erwin85Bot
ESBot
Escarbot
Eskimbot
Eskimospy Bot
EsquivalienceBot
EssjayBot
EssjayBot II
EssjayBot III
EssjayBot IV
Estirabot
Ethen12bot
Ethen12bot 2
Etherbot
EthicalBot
Eubot
EuseBot
Example Bot
ExodusBot
ExpertCommentBot
ExpertIdeasBot
ExpireBot
Eybot~enwiki
EyeBot
EyeEightDestroyerBot
FA Template Protection Bot
FACBot
FacebookBot
FahBot
Fair-Use Bot
FairuseBot
Fajrbot
FaleBot
FANSTARbot
FariBot
FastilyBot
FDA to Wikipedia Bot
FearBot
FeedBot
Fetofsbot
Fetofsbot2
Fettgesicht
Ficbot
File Upload Bot (Kaldari)
FileBot
Filedelinkerbot
FiriBot
FischBot
Fixatypobot
FixDateBot
FixyBot
FlaBot
FlagBot
FlBot
FloBot
FloggerBot
FlutefluteBot
Fluxbot
FMAFanBot
Fobox
FolksourceBot
FoxBot
FPBot
FraBOT
FractalBot
FrescoBot
Fridae'sDoomBot
FringeBot
Fritzbot
FritzpollBot
FroggyBot
FSBot I
FWTestBot
G-Bot~enwiki
Gabriel-Bot
Gabrielchihonglee-Bot
GaemariBot
GameSpot-Eng-Bot
Ganeshbot
GargoyleBot
GBenemyBot
GCIBot
Gdrbot
Geimas5Bot~enwiki
Genderlessbot
GeniusBot
GeorgeMoneyBot
GeorgeMoneyBot-status
Gerakibot
GhalyBot
GIBBot
GiftBot
GilerBot
GimmeBot
Ginosbot
GMDBot
GnawnBot
Gnome (Bot)
Goalkeeperbot
GoatBot
Gobot5555
Good Article Patrol Bot
GracenotesBot
Grafikbot
Grammarbot
GrashoofdBot
GrashoofdBot
GrassnBreadBot~enwiki
GrassnBreadBot~enwiki
GreenC bot
GregBot
Grim Reaper Bot
GrinBot~enwiki
GrooveBot
GrouchoBot
GT-AWB
Guanabot
Guanabot2
Guardian Robot 3568NG
Guoguo12Bot
GZ-Bot
H.b.shbot
H2Bot
H3llBot
H92Bot
HagermanBot
HairBot
Halibott
Hamlet Prince of Robots
HappyBot
Harej bot
HarrivBOT
HasharBot~enwiki
HasteurBot
HawkEyeBot
Hazard-Bot
HBC AIV helperbot
HBC AIV helperbot 10
HBC AIV helperbot 8
HBC AIV helperbot11
HBC AIV helperbot12
HBC AIV helperbot2
HBC AIV helperbot3
HBC AIV helperbot4
HBC AIV helperbot5
HBC AIV helperbot7
HBC AIV helperbot9
HBC archive builderbot
HBC Archive Indexerbot
HBC NameWatcherBot
HBC RenameClerkBot
Helpful Pixie Bot
Helsabot
HerculeBot
HersfoldArbClerkBot
HersfoldArbClerkBot
HersfoldBot
HersfoldBot
HersfoldCiteBot
HersfoldCiteBot
HhhipBot
HiDrNickBot
Hintssbot
HiTeCBot
HiW-Bot
Hmainsbot1
HMBot~enwiki
Hockeybot
Homobot
HostBot
HotArticlesBot
HRoestBot
HtonlBot
HueSatLumBot
HujiBot
Humbot
Huzzlet the bot
Hxhbot
HydraBot
"I,Robot"
IainadamsBot
IByte/Bot
IcalaniseBot
IDbot
IdeoBot
Idioma-bot
Ilmari Karonen's adminbot
IluvatarBot
Image Rapture Bot
Image Screening Bot
Image-req-proj-bot
ImageBacklogBot
ImageBot
ImageRemovalBot
ImageResizeBot
ImageTagBot
ImageTaggingBot
Imbot1
InactivityEmailBot
InceptionBot
IndvTbot
InfoBot~enwiki
Infobox Bot
Infobox Journal Update Bot
Innocent bot
Innocent iwbot
InsideoutBot
InstructorCommentBot
Int21hBot
InternetArchiveBot
InterwikiConversionBot
Interwikis
Invadibot
Ipatrol-bot
IPLRecordsUpdateBot
IPTaggerBot
Ir4ubot
IsraBot
Iswatchbot
Italic title bot
Itubot
J Milburn Bot
JabbaTheBot
JackBot
JackieBot
Jager Bot
Jager Bot/Userpage
JagRoBot
Jakebot
JamietwBot
JAnDbot
Janna Isabot
Japbot
JarBot
JaskaBOT
Jayden54Bot
Jbawt
JBradley Bot
JCbot
JCbot 2
JdforresterBot
JeffGBot
Jeremybot
Jerodlycett-autobot
JerryBot
JerryBot/FAQ
JhealdBot
JhsBot
Jitse's bot
JJBot
JJMC89 bot
JL-Bot
Jmax-bot
JMuniBot
Jnanabot
Joe's Null Bot
Joe's Olympic Bot
JoeBot
Jogersbot
John Bot/Header
John of Reading Bot
JohnFLBot
JonathanBot
Jonjonbot
Jonjonbot
Jonny-bot
Josh3580 BOT
JoshurBot
Josvebot
Jotterbot
Jsgray1993
Jumbuck
Justincheng12345-bot
JVbot
Jwbot
JYBot
KaiserbBot
Kakashi Bot
Kal-El-Bot
KaldariBot
KamikazeBot
KarBOT
KarlsenBot
Kasirbot
KasparBot
Kaspobot
Kbdankbot
Kbdankbot
Ken123BOT
KevinalewisBot
KevinBot
Kgsbot
KharBot
KhiviBot
KhunterBot
KidsBot
KiloBot
Kingbotk
KingpinBot
KingRbot
Kirkbot
Kisbesbot
KittyBot
KiwiBot
Kl4m-AWB
KLBot2
Knedlik-Pod
KnightRider~enwiki
Kobotbel
KocjoBot~enwiki
KoehlBot
KolBot
Kolega2357-Bot
Kotbot
KrimpBot
KSFT bot
KslotteBot
KuduBot
Kumar Appaiah Bot
Kumi-Taskbot
Kungfubot
Kurando-san
Kwjbot
Kyle the bot
KyluBot
LA2-bot
LaaknorBot
LambdaBot
Langbot
LanguageBot
LantayBot
LaraBot
Latexbot
LatitudeBot
LawBot
Lcarsbot
LDBot
Legobot
Legobot II
Legobot III
LerdsuwaBot
Lightbot
Lightbot
Ligulembot
LinkFA-Bot
ListasBot
ListGenBot
ListManBot
Livetslott
Livetslotteri
LivingBot
Llamabot
Lockalbot
Locke Bot
Locobot
LoganBot
LolBot
LOLibot
LolsimonBot
Longbot
Lonjers french region rename bot
LordAnubisBOT
LostBot
Louperibot
Loveless
Lowercase sigmabot
Lowercase sigmabot II
Lowercase sigmabot III
Lowercase sigmabot IV
LSG1-Bot
Luasóg bot
Lucasbfrbot
Lucia Bot
LucienBOT
Luckas-bot
LuddsBot
Luke081515Bot
Lunabot
LupinBot
Luuvabot
M-Bot
Maathavanbot
MaatyBot
Mabdulbot
MacMed auto
MacMedBot
Macro Bot
Madhubot
MadmanBot
MadMarkbot
Maelgwnbot
MagnusA.Bot
MahdiBot
Main Page Image Bot
Mainulmizan bot
Mairibot
MajordomoBot
Makecat-bot
Maksim-bot
MalafayaBot
MalarzBOT
Manishbot
Manubot
Margosbot~enwiki
MarmaseBot
Martin's bot
MartinBot
MartinBot4647
MartinBotII
MartinBotIII
MartinBotIV
MastersBot
MastiBot
Mathbot
MathoBot
Matt Crypto (bot)
Matthewrbot
Matthewrbowker/WikiWelcomer
MauchoBot
MauritsBot
MayorofrosharonBot
MazinBot
MBisanzBot
MBot~enwiki
MCBot
McM.bot
Mcrbot
Mdann52 bot
Mdann52 IMG bot
MedcabBot
MedcabBot2
MediationBot
MediationBot1
MelonBot
Memty Bot
MenasimBot
Mendeleevbot
MenoBot
MenoBot II
Mentibot
Merge bot
MerlBot
MerlIwBot
MerlLinkBot
MessageDeliveryBot
MetaplasticityBot
MetapointBot
Metriki
MetrikiBot
MetsBot
MfDBot
MGA73bot
Mgmbot
MHP07Bot
MichaelBillingtonBot
MichaelkourlasBot
MifterBot
MifterBot I
Mihas-bot
MikemoralBot
MilHistBot
Milk's Favorite Bot
Milk's Favorite Bot II
Milk's Favorite Bot III
Mindlramibot
Minsbot
Mir Almaat 1 S1/Aleppobot
MiszaBot
MixBot
Mjbmrbot
Mkdw Bot
MMABot
Mmbot
MMOGMailBot
MnidBot
MohandesBot
MondalorBot
Monkbot
MonoBot
Montibot/sandbox
MoohanBOT
MoondyneAWB
MoondyneBot
MoovidaBot
MOSNUM Bot
MotinBot
Movses-bot
MPUploadBot
Mr.Z-bot
MrVanBot
MSBOT
Mulder416sBot
Munjabot
Muro Bot
MusikBot
Mutleybot
MuZebot
MyrcxBot
MystBot
N-Bot
N96bot
Nallimbot
NameBot~enwiki
Naohiro19bot
NathanBot
Natig98bot
NationalRegisterBot
Naudefjbot~enwiki
Navibot
Nearly Headless Bot
NedBot
NeechalBOT
NekoBot
NekoDaemon
NeraBot
NerdyScienceBot
NetBot
NeuRobot
Newsletterbot
Nguoimay
Nichalp-bot
NihiltresBot
NilfaBot
Nixbot
NjardarBot
NNBot
NNBot II
NobelBot
Noble Story Bot
Nobot~enwiki
NoclaimsBot
NodBot
NohatBot
NolBot
Nomenclaturebrowser
Gdr/Nomialbot
Nomiff
Non-Free Content Compliance Bot
NoomBot
NorefBot
NotarificBot
NovBot
NrhpBot
NukeBot
Numbo3-bot
Numptybot
NW557Bot
NyappyBOT
Nyubot
O bot
OAbot
Obersachsebot
Ocobot
OctraBot
OgreBot
Ohms Law Bot
OKBot
OKBot II~enwiki
OldMedcabBot
OmniBot
ONKbot
ONKbot
OpenlibraryBot
OrBot
OrophinBot
OrphanBot
Orphaned image deletion bot
Orphaned talkpage deletion bot
OverlordQBot
OverlordQBot/BRFA2
P31n3/sandbox
Page correction BOT
Pagecount Bot
Pageview bot
PaievBot
PALZ9000
Panicbot
PanzerBot
ParaBot I
Parent5446 Bot
PasabaUnBotPorAqui
PascalBot
PatersBot
Pathosbot
Patrick87-Bot
Pattonbot
PattyBot
PavloChemBot
PbBot
PCbot
PDBbot
PDFbot
Pearle
Peelbot
PeerReviewBot
People-n-photo-bot
People-photo-bot
PereBot
Perebot~enwiki
Petan-Bot
Peti610botH
Petr Kyborg
PfamWikiBot
Pfft Bot~enwiki
Phe-bot
PhiloBot
Philosobot
Philosopher-Bot
Phoenix-bot
PhotoCatBot
PhuzBot
PhyloBot
PikminBot
PinpointBot
PipepBot
PiRSquared17Bot
PixelBot
PlacenamesBot
PlangeBot
PlankBot
Planktonbot
Plasticbot
PleaseStand (bot)
PmegBot
PNG crusade bot
PNG recompression
PockBot
PocKleanBot
Pokbot
PolarBot
Polbot
PoplLyricsBot
Porchcorpterbot
Portal box bot
PortalBot~enwiki
PorthosBot
PostBot
PostOnTalk
PotatoBot
Pp-bot
Pparazorbot
Prabot
PraetorianCheese
Pranbot
ProcseeBot
Prof.Bot.1
ProgreSS
ProgreSS
Project Messenger Bot
Project Rastko bot
ProjectBot
ProjectRequestedPagesBot
Prombot
ProtectionBot
ProtectionTaggingBot
ProteinBoxBot
ProtLinkbot
PrzemuBot
PsBot
PseudoBot
PsychAWB
Ptbotgourou
Puggansbot
Purbo T
PvssBot
PxBot
PxBot II
QOTDBot
QovulwBot
QovulwBot
QstBot
QstBot
QuackBot
QualiaBot
&quotQuote&quotbot
R Delivery Bot
R. Hillgentleman
R. Koot (bot)
Rabbot
RaBOTnik
RaftaarBot
RagesossBot
Ralbot
Rambot
Rameshngbot
Rangerbot
RapidBot
RaptureBot
Razibot
RBot~enwiki
RBSpamAnalyzerBot
RCBot~enwiki
RCI~enwiki
Reader bot
ReaperBot
ReaperBot X
RebelRobot
Red Thrush's Bot
RedBot
Reedy Bot
RefBot
RefBot
RefDeskBot
ReferenceBot
RefSpaceBot
Rei-bot
ReigneBOT
RelistBot
RemindMeBot
RepairBot
Reports bot
Revibot
Rezabot
Rfambot
RFRBot
RHbot
Riad.Bot~enwiki
RibotBOT
Riccardobot
RichardcavellBot
Rick Bot
Rick Bot/test
RileyBot
Ringobot
Ripchip Bot
RjpBot
RjwilmsiBot
RMCD bot
Robbot
Robert SkyBot
RobinBot
RobinHood70Bot
RoboDick~enwiki
RoboMaxCyberSem
RoboServien
RobotE
RobotG
Robotic Garden
RobotJcb
Roboto de Ajvol
RobotQuistnix
Robthbot
RockfangBot
Rodrigo Padula (BOT)
RoggBot
RollbackerBOT
RonaldBot
Roomba
Rootology Bot
RoryBot
RotlinkBot
Rovibot
Rschen7754bot
RscprinterBot
RSElectionBot
Rubinbot
RussBot
RWHbot
Ryan Vesey Bot
Ryan-Bot
RyBot I
RyRyBot
Rø bot
Sagabot
SagaCookBot
Sahimrobot
SamatBot
Sambot
SAMI.Bot
SamoaBot
SamuraiBot
Sandbot
SantoshBot
SashatoBot
SashkoBot
SassoBot
SassoBot/Header
SassoBot/Status
SatyrBot
ScanDot
Scepbot
SCG01Bot
SCGBot
SchuBota
ScottLantz2
ScriptNastaliqBot
Scsbot
SD5bot
SdBot
Sdebot
SDPatrolBot
SDPatrolBot II
SebrevBOT
SecuniBot
Seedbot
Seedbot2
SelketBot
Selmobot
Sethbot
SeventyThreeBot
SeveroBot
SEWilcoBot
SEWilcoBot
Sgeo-BOT
SgtDrini
ShabBot
Shadowbot2
Shadowbot3
ShakataBot
ShakingBot
Shanbot
SharafBot
SharedIPArchiveBot
SharkDBot
SheepBot
ShepBot/Info
ShinBot
ShinmaBot
Shoutboundbot
ShrugBot
Shuaib-bot
SidoBot
SieBot
Sigmabot
Signpost Book Bot
SilvonenBot
SimoneBot
SineBot
SireBot
SJSF-2-Bot
SJSFBot
SKbot
SkiersBot
Skumarlabot
Skxll Mark-2
SkylinBot
SlakrBot
SLMSBot
Slowbot
SLQbot
SmackallBot
Smallbot
Smartbot
SmeiraBot~enwiki
SMS Bot
SMS Bot 2
Sn1pebot
Sn1pebot Mk. II
Snaevar-bot
Snotbot
Snowbot
So-Mr.Z-bot
SoapBot
Soccoro
SocialBot
SocietyBot
SocksBot
SolumeirasBot
SOM TELL HELPER
SOM TELL HELPER/Task
Soulbot
SoupBot
SourceArchiver
SoxBot III
SoxBot IV
SoxBot IX
SoxBot VIII
SoxBot X
SoxrockBot
SpaceFactsBot
SpammerTrapBot
SpamReportBot~enwiki
SpBot
SPCUClerkbot
SpeakerBot
SpebiBot
Speedybot
SpeedyBot
Spelian
SpellCheckerBot
SpillingBot
SplineBot
SpongeBot (usurped)
SporkBot
SPPatrolBot
SpreadthesignBot
SQLBot
SQLBot-Hello
SreeBot
SSTbot
Staeckerbot
StanfordLinkBot
StanfordLinkPredictor
StatisticianBot
StatisticianBot
StatsBot
STBot
STBotD
STBotI
STBotT
SteenthIWbot
Stefan2bot
StefanBot
SteveBot
StigBot
StillwaterBot
StormBot
StradBot
STTWbot
Stuartyeates randombot
StubListBot
StubListBot
StubSyncBot
Stwalkerbot
SubstBot~enwiki
SuggestBot
SUL Bot
Sumanthk
Sumibot
Sumone's bot
SunCreatorBot
SundarBot
SupBot
SurenaBot
SusBot~enwiki
Svenbot
SVGBot
SvickBOT
SVnaGBot1
SwiftBot
Swimmingbot-awb
Swindbot
SynBot
Synthebot
Syrcatbot
Sz-iwbot
T-850 Robotic Assistant
TaBOT-zerem
Tadas12-bot
Tadasubot
TaeBot
Tahir-bot
Tangobot
Tanhabot
TannerBot
Tanqbot
TAP Bot
TarHippoBot
TaskForceBot
Tawbot~enwiki
Tawkerbot
TawkerbotTorA
Taxobot
Taxobot 1
Taxobot 2
Taxobot 3
Taxobot 6
Taxobot 7
TecBot
TechBot
TechniqueBot
Technophant/Archive 1
TedderBot
TEMPbot
Template Maintenance Bot
TemplateBot
TeoBot
TestEditBot
TFA Protector Bot
TFAProtectorBot
Thadius856AWB
Thanatos bot
The Anomebot2
The Auto-categorizing Robot
The wubbot
Thedjbot
Thehelpfulbot
TheJoshBot
Theo's Little Bot
Theo's Little Bot II
ThePhantomBot
Theroomen
ThetaBot
Thijs!bot
ThorBot
ThundaBot
TinucherianBot II
TinucherianBot III
TjBot
TLAbot
TobeBot
ToePeu.bot
ToffileBot
Tokrkbot
Tom's Tagging Bot
Tomtomn00 Bot I
TonyBot
TonyBot
Topjabot~enwiki
TorBlockingScript
Torbot
TorBot
TorNodeBot
TortoiseBot
TottyBot
Tourjouman05Bot
TPBot
TPO-bot
TraBot
Trailbehind-bot
Traveler100/Photography-Proj-bot
TrBot
TrionaBot
TronBot
Tsca.bot
TSM Fairuse Bot
TSM Fairuse Bot
TTObot
TuHan-Bot
Tullbot~enwiki
Tulsibot
Tuonela
TuvicBot
TwsxBot
TXiKiBoT
TyAbot
Typebot
TypoBot
UAABot
UcuchaBot
UgenBot
Ugur Basak Bot~enwiki
UK Legislation Bot
UltraBot
UnCatBot
UncatTemplateBot
Uncle G's 'bot
Uncle G's major work 'bot
UnitBot
UsbBot
USCOTM Bot
Userboxbot
UserPageActionsBot
Usyd-schwa-querybot
UTRSBot
Vagobot
Valhallasw-bot
VandalCountBot
VeblenBot
VedeBOT
VegetableBot
VeinorBot
Velociraptorbot
Ver-bot
VFD Bot
VibhijainBot
Vina-iwbot~enwiki
Vinebot
Vini 17bot5
Vinne2.bot
VisualizedConceptsBot~enwiki
VisualizedConceptsBot~enwiki
VixDaemonBot
VoABot
VoABot II
VoABot III
VolkovBot
VoxelBot
VP-bot
VsBot
VVVBot
VWBot
W950712Bot
WaldirBot
Walkcair
WanderBot
WarddrBOT
Wargo32.exe
WASDbot
WatchlistBot
WBot17
WdefconBot
WebCiteBOT
WeggeBot
WelcomeWikiBot
WenliBot~enwiki
WereallalrightBOT
WereSpielChequersBot
WhiBot
Whobot
Whobot
Whymbot
Wii Wiki Bot
Wikibot
WikiBotas
WikiDreamer Bot
Wikification Bot
Wikimapiabot
Wikinews Importer Bot
WikiProject Notification Service
WikiStatsBOT
WikitanvirBot
WikiTransBot
WikiWelcomer
WildBot
WilhelmBot
William Avery Bot
WillieBot
WillieBot
WillowBot
WinBot
WizardBot
WMUKBot
WODUPbot
WolfBot
WolterBot
WoodwardBot
Wookbot
WouterBot
WP 1.0 bot
WPArkansas Bot
Wpcat
Wpp research bot
WPPageListBot
WuBot
WxBot
Wybot
X!/Sox Commons/Header
Xalvor12/Xalvor12bot
XaxaBot
Xcbot
XeBot
Xenobot
Xenobot Mk V
Xenophon (bot)
Xiaogiabot
Xibot
XLerateBot
XLinkBot
Xphois
Xphois
Xqbot
Xqbot 1
Xubiquitous
Xwbot
XZeroBot
YansearchBot
YasBot
Gdr/Yearbot
YeltsinfanBot
Yet Another Redirect Cleanup Bot
Yetanotherbot
Yetanotherbot/Header
YFdyh-bot
YiFeiBot
Yobot
Yobot B
YonaBot
Yoni12Bot
Yonidebot
YpnBot
Yrbot~enwiki
YurikBot
Z-BOT
ZadBot
Zeronosayoukubot
ZhBot
ZkBot
Zorglbot
Zorrobot
ZsinjBot
Zwobot
Zxabot
ZéroBot
^demonBot2
Addbot
Giggabot
ShepBot
TinucherianBot
جواد/monobook.css
タチコマ robot
레비:봇
