,page_id,lang,len,quantile,title,url,templating,index_box,heading,posts,unique_authors,depth,archive,exchanges,notes
554400,2121953,fa,29,0.9,شاه اسماعیل دوم,https://fa.wikipedia.org/wiki/شاه اسماعیل دوم,,,,,,,,,
828542,3521092,fa,29,0.9,حسین رجبیان,https://fa.wikipedia.org/wiki/حسین رجبیان,,,,,,,,,
36902,149504,fa,30,0.91,مسجدالاقصی,https://fa.wikipedia.org/wiki/مسجدالاقصی,,,,,,,,,
273764,838102,fa,30,0.91,جنگ داخلی سوریه,https://fa.wikipedia.org/wiki/جنگ داخلی سوریه,,,,,,,,,
71557,260233,fa,30,0.91,لیبرترینیسم,https://fa.wikipedia.org/wiki/لیبرترینیسم,,,,,,,,,
418031,1520148,fa,30,0.91,خلافت علی بن ابی‌طالب,https://fa.wikipedia.org/wiki/خلافت علی بن ابی‌طالب,,,,,,,,,
2107,6338,fa,30,0.91,موسیقی سنتی ایرانی,https://fa.wikipedia.org/wiki/موسیقی سنتی ایرانی,,,,,,,,,
188467,632664,fa,30,0.91,محسن پسر علی,https://fa.wikipedia.org/wiki/محسن پسر علی,,,,,,,,,
98887,353025,fa,30,0.91,سجاد,https://fa.wikipedia.org/wiki/سجاد,,,,,,,,,
638412,2536247,fa,30,0.91,ابوبکر بغدادی,https://fa.wikipedia.org/wiki/ابوبکر بغدادی,,,,,,,,,
51267,200879,fa,30,0.91,ابوالحسن صدیقی,https://fa.wikipedia.org/wiki/ابوالحسن صدیقی,,,,,,,,,
167700,535073,fa,30,0.91,روابط ایران و بریتانیا,https://fa.wikipedia.org/wiki/روابط ایران و بریتانیا,,,,,,,,,
151689,492070,fa,30,0.91,طرح عظیم (کتاب),https://fa.wikipedia.org/wiki/طرح عظیم (کتاب),,,,,,,,,
33708,139567,fa,30,0.91,هاکی روی یخ,https://fa.wikipedia.org/wiki/هاکی روی یخ,,,,,,,,,
52774,205764,fa,30,0.91,کارایی,https://fa.wikipedia.org/wiki/کارایی,,,,,,,,,
